userName,Review,Rating
Karen Peterson,It's sometimes hard to get back to a page if you need to,4
Jelani Thompson,Completely unnecessary,1
Gregory Todd,this should not be required,1
Gavin Clark,I shouldn't have to do this to come home,1
David Parker,This app is an embarrassment to Canada. I wanted to break my phone in half while filling out these forms. There is no valid public health purpose for this at this stage in the pandemic. We are killing our tourism industry for the sake of political theatre.,1
Matthew C.,This is quite the process. I did not enjoy it.,1
joshua palamattam,I hate commies,1
MrNickMagnante,Government infringement of rights,1
Erin Roth,crashed 12 times trying to upload vaccine card file,1
Joe D'Ambrosio,glitchy and had to upload passport repeatedly before it finally registered,2
Pat K,nice.,5
ancaraiii,"Unecessary, repetitive, over-reaching app that never needed to exist in the first place and is now obsolete but still forced.",1
Felipe Silva,Easy to use,5
Andrew SFM,Please just get rid of this requirement.,1
William Gault,"useless waste of time, told me it was out of date after it wasted my time filling out this information",1
Greer Whitacre,works good so far,4
Ted Perlmutter,Annoying. Locks up while trying to save. Photo of Passport did not work.,2
JM Murph,too complicated,1
Andrew Choga,"Works quite well, very responsive.",4
Edmond Chan,ok but clunky,2
Anthony HooSang,Stable app that works as intended. Input of information was without hiccup.,5
Jess Blah,A lot of clicking to tell the government when you're coming home and that you don't feel sick. I visit loved ones in the states regularly and this app is getting annoying af.,1
Harry Betjan,"Good and easy app to use, I like it 😊",5
Scot Wavra,Awesome,5
Spikegary,painful to use.,2
Lee Autore,nice and easy to use interface,5
Jeffrey Frost,"It's the government, so my expectations are a LOT lower than with a private app where they are motivated by survival in the face of competition. Still, the experience is user friendly and efficient. For example, passport and vaccine papers only need to be uploaded once. It retains those documents for future entries and that saves a lot of time. That makes the whole process effortless after the first time. Much appreciated!",5
Cheryl Gregory,utterly obnoxious. Trudeau is a tin pot dictator.,1
Robbie Indar,why do we need this still?,1
Valarie Grow,"garbage, but it eventually works. way better than verifly",3
Dru Evans,Everything was fine except how there is No option for coming to Niagara just to see sites and attractions with intention and coming back to the USA on the same day.,2
Jasmyn Fail,slow difficult had to re enter info so many times,1
Dr Dragon,Its dumb that we still have to do this but the app is easy to use as far as government apps go. I have not had any problems with it but some old people I know have.,4
Marc Gauthier,my parents would be totally lost with this. paper printout is what they need.,3
Ben Yado,wish it was even simpler by just providing the vaccination documents.,3
Jaydeepsinh Mahida,Great app one can easily navigate through.,5
Diako Dabiri,"Unfortunately I very much dislike the app. It's difficult to use, does not save progress if you quit by accident, and if you don't fill this out, you get hit with a $6000+ fine. A MUCH better alternative would have been to simply require a vaccination card.",1
Bear,app loads quickly. and is easy to use. I'm very happy they are taking health and safety seriously.,5
Brad West,Very smooth,5
Subbarao Nanduri,"very easy, user-friendly and safe for one & all.",5
alan davies,Awful experience took 20 minutes at the customs border check .the Canadian customs guy was great and talked us through it . Thanks,1
Florian Istrate,"communist app, created by communist government",1
Guy Roy,"waste of time, too long to complete",1
James Wittebol,carries you through the steps,5
Paul Tidwell,Easy to use!,5
Javerya Majid,good,5
Vikas Dhir,can't pick time correct,4
Adzra Salim,good,5
Richard Alolor,Easy to navigate,5
Nya Memes,"""The app enables..."" BS, people are forced to download this surveillance app",1
Leland Gardner,Completly useless,1
Dennis Champion,Hopeless...glitches...spent ages going round in circles...entered 2 persons..only 1 person on approval...waste of time,1
Michelle Harm,difficult to enter details for driving straight through canada,1
TheJess04vlog,good app,4
Gabriel Mador,terrible buggy app with no help other than canada Gov website,1
jodes 0503,"My suggestion download to ur phone make password ,but then fill it out on a computer was alot more friendlier adding addresses and what have and saving.Then when you need to use app everything is there saved on your phone.",5
Mihika Bahadur,"Some of the text fields are case sensitive which is annoying (Eg. Greece doesn't show up when you type ""gr"")",4
Heimo Konrad,"Not well thought out for data entry. Should be filled out once for a family traveling together, but not possible to select a mix of status if one spouse is a Canadian citizen and the other isn't. It's also not possible to select an arrival date in a future month. Couldn't successfully use the camera to scan any passports - the scan function started but it doesn't recognize the passport.",2
Oleg Botvenko,Canada is one of few countries who can make good soft,5
Oluwaseun Shenjobi,Easy to use,5
E Johns,no option for transit through to other countries app forces you to use a Canadian destination address,3
Alex M,"garbage idea, waste of time, vote him out.",1
Matt Tilden,Easy to follow instructions.,4
Glyndon Mallett,It doesn't work I can't alter am to pm,1
Rankine Suen,scanner still fails to scan passport.,1
Chris M,Complete waste of time and resources.,1
Charmayne Lonergan,streamlined and easy to use,5
Aaron Ensz,I think it could be streamlined and possible explain more eloquently how include your full party you are traveller's with.,3
Brent Dziver,terrible,1
Alex Bryant,"Clear instructions, easy to use, really clean UI.",5
Adam Miller,Wow I love this app and I totally was not required by law to download it at all. Did it all because I wanted too!,5
Amar Desai,Easy App,5
Karen Bronchetti,Easy and convenient. Can use app and show your phone at the border or use the website and print out documents.,5
Ramesh Dhulipudi,too many questions,5
Dennis Beuler,your app is garbage congrats,1
Roy Simonson,the scan function for passport is wonky,2
Alain Joseph,easy to use. wish I could make the font larger,4
Alex Manuele,horrible user interface and generally a painful experience. no idea how the elderly manage to travel,1
Marvin Williams,easy to use,5
Martha Figueroa,very easy to understand,5
Lily Haws,"The app is fairly easy to use. If you tap on a link you will be taken to a wordy document that will probably confuse you, but the main parts of the app with its scanner of passport and questions about destination is straightforward.",4
Ben D,We're arriving in Red Bay Newfoundland but it's not on the list of options so I just put down St. John's.,1
Andrew Manduluru,"horrible, clearly spyware. do not use.",1
Rich Dolan,I'm not great on a smartphone but this went easily and well.,5
Anthony Pezzolla,awesome,5
abebaw assefa,Easy to complete and very friendly format,5
Johann Rempel,Nonsense 🤷,1
hsbc bank,Data is not uploading. Goes to 12% then stops.,1
Bob Schmidt,easy to complete,4
AJ MacDonald,Horrible. You have to put in false information or else it won't work and you get a $5000 fine. Tracks all your movements. Fascist Canadian government is watching everything you do.,1
Alexander Khmaladze,what a piece of garbage!,1
Robert Sturino,easy,5
Lyn Wagg,Very easy and simple to use,4
Susan Dooley,"Except for dates of vacination, the app was easy to use.",4
Alex Leong,PITA to have to coordinate between multiple government apps,2
Anne Dietterich,I like it. I did have trouble taking the pictures of my immunization record. The App jumped ahead and I wasn't able to take a picture of my boosters record. I will make sure to bring them with me,5
Nick Lesyk,Total garbage,1
Greg Autore,the app worked well and should speed up entry issues,5
Susan Wiltfong,easy and fast,5
Paul Goins,"Works smooth, no major complaints.",5
Kathleen Gervais,pointless. not necessary,1
Rick Witucki,this is dumb as hell- scamdemic,2
Femi Lakeru,not great,2
Chris Liebtag,Canada is not listed as an option when trying to answer what countries I have visited outside the US,4
Robyn R.Lidén,Terrible app had to reload multiple times for it to function,1
Stephen Payne,Love it!,5
Trevor Binkowski,"It pathetic, invasive, and pathetic. The PM hopefully gets a slow killing type of cancer.",1
Christopher Taylor,This app is all right and OK. I am visiting friends and family on short notice and it worked like magic. 10/10 would use again.,5
Debbie Buller,This app is very inconsistent. This morning my travellers info was saved from previous use. But the app was timing out while submitting the form. I waited till this afternoon and now my traveller's info is not there but my flight info i entered this morning is...I decided to log out and log back in and now it said my password was invalid! I reset it and it still won't accept it. So now what am I to do? Very annoying while this is a requirement we need to complete.,2
Kathleen Perchtold,Too difficult to upload screenshots,1
Martin Lawrence,Where do they send the verification code ?😡,1
evtrekker13,painless,5
Graeme Alexander,straightforward to get through the form and checklist.,5
David O.P.,cashed on me,2
Minh Vo,very detailed but simple to use,5
Kevin,Spyware,1
Jeff Sartor,This app is terrible.,1
Will Gifford,Easy to fill out.,4
John Gallagher,covid requirements are insane,1
Julie Fraser,Vary hard to use. Question are repeatative.,1
Mendel Janowski,Stupid app. Stupid government.,1
Lisa Ruttan,super easy,5
Talal Abboud,Easy to use,5
Yennhi Tieu,great,5
two2fiv,Let me into canada,5
GOWTHAMAN S,thanks for your service and care. Appreciate it..,5
Maya C,kinda slow,3
Travis Murao,trash,1
Cole Morton,"Does not include option fir visiting multiple addresses. Keeps kicking me out with blank info when I return to form. HOWEVER I did gtvut done, but with only one address.",3
Matthew Desjardins,this app sucks. GOC website and app have conflicting instructions,1
Gabrielle Turner,one only because i can't give zero,1
Sara Panarello,why not save my vaccine and passport info?,1
Jami Walker,very easy to use.,5
Cynthia Watson,Great app! So easy to navigate and enter the required data. Kudos to the Canadians who created this fine app!,5
Bryan Maddox,amazing,5
Amy Pederson,Super easy to fill out!,5
Jeremiah Williams,so good,5
Thomas Golec,unecessary garbage,1
Dagmara R Naruns,"It was difficult to work through to the end. The lack of additional prompts on each page leads one to conclude erroneously, that one is finished when you press save. In addition, there should be a more seamless flow to the next question. Too much back & forth to get to the end of a section. It would have been helpful to see a prompt that there were still 2-3 sections that needed to be completed, This form does not allow for a second cruise to be filled when you are travelling on the same ship",3
Christine Tse Kuecherer,Straightforward and no crashes.,5
Sharon Derr,easy,5
Brad Watts,Took multiple attempts to get it to work,1
Sue Larsen,Why is it not letting my into my account. I reset my password 3 times and it still tells me it is wrong. I need it for my travel in August,4
Patricia Moses,Easy to use!!,5
Lynne Williams,Arrival time cannot be input if in the afternoon. so had to proceed with incorrect time,2
Bilal Filali,good app,5
Anil Parmar,"The best national travel app I have used. Everything works as expected, super easy to navigate, and makes the travelling experience easy, despite the challenging times. Well done to the creators of this app!",5
Bobby Young,date and time of arrival is still bugged,3
james carew,mthx 😁 very easy-to-use interface,5
Tina Sadri,great app,5
David Prusha,"Read, followed, done",5
Anita Brochocka,Excellent Website. Very easy and navigable,5
icy Mike,this is a joke we as canadian citizens have to do this to go home,1
Sara Gallant,stupid,1
agentstu21,easy,5
PETER DIAS,Takes a few minutes...simple,5
Zach Blackwell,communist,1
Daniel Martins,Its a retarded app useless i could simply show my covid qr code proof of vaccination....,1
Roger Adams,quite difficult to understand all the steps,4
Thomas Hayward,Clear and efficient,5
tim shirley,easy to use,4
Cornelia Kim,"Extremely badly designed app. Difficult, frustrating, and almost impossible to use.",1
DPSingh DPSingh,awesome,5
Lady Di,it's absolutely ridiculous,1
D M,"Annoying, stupid, unnecessary like turdeau",1
Sam Mendelsohn,this is government waste,1
Caroline Schell,love that it saves my info,5
Frank W,"Please Note Everyone! This app is designed by health Canada to volunteer your personal information to be available to foreign governments. Canadian border agencies have no legal authority to ask you any health questions. They been hoaxed to making you believe they do. On top of all that, this app is forcing you to lie regarding your status! Why cover one Lie with others?? Pathetic!",1
Paul ANSBRO,Need to have a lot of addresses and other detail to hand when completing the form.,3
Ian Jarvis,The time function in arrival date did not work,2
Jonathan Clayton,I believe this is my first app review. The government has made this app mandatory. It is unpleasant and not helpful application. I hope we soon will no longer be required to use it.,1
Barry Thomas,not user friendly.,1
Chandler Xi,Communism in a nutshell.,1
H H,"The upload function could be improved, as it uploads only to 80 percent and than it stops. It does not allow you to cancel, therefore you have to cancel the program and you may lose everything.",3
Eryu Xia,well made app,5
Craig Walker,"Useful, but perhaps not flexible enough (e.g. day trips not involving overnight stays).",2
Sudhir Raghu,"This high tech app's UX has been designed very smoothly with a clean onboarding flow. I'd have preferred an option to scan the vaccine certificate's QR code and clearer markers on Calendar for changing the year. Except these small things, this is a brilliant app. Bravo to the ArriveCAN team, please put them to work on the immigration site too! thank you",5
Inge Smith,this is an incredibly difficult process. why are we still doing this.,1
saleem sheriff,great app with easy and simple to navigate,5
Rich Williams,Easy to complete.,5
brtorvik,the verification process will not allow you yo check your email and then get back into the app. it's a dead end cycle that requires the use of an additional device to register new account,2
Jian Fan,why don't you show a list of hotels in a specific place as I already told you?,1
James Rasor,Can only register 4 guests?,4
Micky Wienk,I tried to complete four six of us traveling together. It only allowed 5.,3
Gisela Jones,directions were very good,5
pete castiglione,very efficient app,5
Rosa Reyes,app is too glitchy spent hours trying to submit information.,1
Chris Komada,would do 0 if I could,1
Shanthanu Varma,this is what a government (any) application should function like.,5
Olufemi Atoyebi,okay,5
Erik Hons,works surprisingly well,5
Odell Nails,To many steps that must be navigated when trying to board a plane. We should simply be able to provide proof of COVID vaccination at the gate or customs.,2
Jonny,"Absolute garbage! App behaves like it was programmed by a 3rd grade reading level mongoloid with no English skills and appears to track location Nevermind being completely useless. I cross the border (unvaccinated) every day and I have never once been asked by the border guards about this app, even when I mention it none of them even know what I'm talking about. This app offers no info and it is absolutely pointless, just like everything else this government does, inept and useless. Zero Stars.",1
Burt Leiman,"Tha app is fine, for what it is. Note: you fill it out 72 hours before arrival (not departure...which is what I'd assumed.)",5
Halina Ouellette,very easy to use,5
Nizar Habib,Too much unnessesary information required.,1
Jim Neal,If first port not shown just choosing any not shown as an option.,2
Andy Paradi,"Not a very good app, bugs, even with newest version. Necessary evil I guess.",1
ekerrin,please save my personal information,2
Ullrich Fischer,Login fails after new PW set via forgot PW procedure,1
David Weinstein,Very easy. seems like it will save time at airports.,5
Syed Hussain,"I have downloaded & changed password details many times but always getting the message"" sign in failed"" Frustrated don't know what to do.",1
Mercedes Espineira,Very helpful,5
Britney Bourdages,invasive ridiculous unnecessary.,1
Anthony Lau,It works well when having a good data link.,4
Amanda Halabou Stier,Won't let me select my children as travelers,1
Rob Draper,Super easy to do.,4
Mark Lord,"Cappy app, makes almost no sense",1
George.Fred Elliott,easy and very reassuring,5
Silviaa M.,Great app!,5
Moeen Ibrahim,Very Informative. Friendly usage . so easy,5
Henry Lu,All the good reviews are Canadian government bots. Nobody likes this app.,1
y Readdy,"A bit glitchy. I couldn't complete before leaving for airport. System wouldn't provide instructions for cruise address. Morning of departure, airline attendant suggested entering any address, which I did. Still not working. All this before 6am flight.",3
Leigh Harrison,This app is very buggy. I got through it but it will not allow you to record pm as a time so my arrival time is 12 hours wrong.,2
Rocio V. Phillips,would not work in BCN. almost missed flight home,1
Ricardo F,Works great.,5
Patricia Mire,very easy to use,5
Gene Bassett,App kept getting stuck when uploading. Had to quit and reenter info about 5 times.,3
HarAmrit Singh,kept shutting down,1
Thimo Speelman,Trying to get into this country and the app won't load 😭,1
Lowed Arizobal,ArriveCAN is not saving. It says check internet connection but I am fully connected to the internet.,1
Cesar A. Guerrero,It gets frozen at 80% while saving,2
Linda O,It's been a couple hours. It seems to be frozen at 80 percent saved. What do I do next????,1
Farah Farah,I would give it zero if that option is available. I downloaded the app in Toronto before my trip. I filled it out a day before my departure and submitted but it kept failing. Then found out there's an update. Downloaded that. I had to re-enter info. Successfully entered flight information. When it came to COVID self assessment the Yes No buttons would not appear and beyond that I could not proceed. Called the embassy few times and that failed miserably. No one answers.,1
Katman,"Ridiculous that a mandatory app doesn't even work properly, constantly saying ""cannot connect to internet"" every time I try to finish my application.",1
Matthew Bundala,"It's great, fast, easy to use and understand. It could add a dark mode, but that's totally not requirement for a utility app like this.",5
Isaac Santos,"Doesn't work,been trying to fill out my health form for 2 hours now",1
camron kelly,"As a frequent traveller to Canada I hate this god damned app. What's the point? It's not like I get to leave my travel documents at home. Even with a Nexus you have to refill the same information every day, tiring! Just another hoop to jump through with no benefit to anyone except for the overpaid engineers making it. Remember everyone, every time a new restriction is added to crossing the border we'll get to fill out another page of the app!",1
Jackson Treanor,What a joke. Really sucks to be canadian,1
Michael Verde,"What a horribly buggy app! I added 5 members to my party and yet in the next step it only includes 3. It tells me I don't have an internet connection when I can confirm that I absolutely do through any other app or browser. When I go to submit my public health declaration it fails to submit, again supposedly because I don't have an internet connection. Do better with my taxpayer money!",1
240Gordy FPV,not real user friendly,1
Hung Wasson,A very easy way to provide info for entry into Canada!,5
Mani Bondalapaty,Excellent App working Fine,5
Joel Borges,Disaster. I have a passport. Covid is done. It's 2022 July. Let's move on people.,1
John Clemens,very easy to use.,5
Sajish Pacheri,nice and user-friendly,4
Mel Noguera,"App works because it allows you to add everything manually if your old, weak camera on Android will not scan properly",5
Anthony S,waste of time. Trudeau must go,1
Sujit Bakre,very easy 👌,5
David Rodriguez,easy to navigate,5
Brad Thurber,good quality app but not enjoyable,2
Dennis Forlin,This app is as useless as our Prime Minister,1
Patsy Tonin,lots of back and forth. have your vaccine documents and passports ready. takes about15 -30 min to complete.,4
Bruce MacDonald,all good,5
Joshua Pitaniello,"Canadian government is sucky sucky, yucky yucky.",1
Garrett Hough,this is stupid it took longer to fill out the app then to look at the documents.,1
Greg Tucker,worst app in the history of the world,1
Mike Galezowski,"Most apps serve to enrich our lives, this isn't one of them.",1
Melissa Kissoon,Good,5
Alex L,"Horrible app. If I could give it negative stars, I would.",1
nancy JERNIGAN,"App allows you to create an account but then will not let you into it. Keeps saying log in failed, not connected to the internet. Very aggrevating!!",1
Barbara Davis,should have been able to do this decades ago,5
Elaine Elcock,Was very straightforward for me to use and enter all required data. No issues.,5
Neil Longhurst,covid theater,3
Bob Kambale,"Unfinished App? Needs to be improved! It froze evertime/when uploading pictures, it only works for Pdf files. Don't do it in the last minute!!",3
Sarah Pack,communist Canada. You legally don't need it. should be banned from Play Store because it violates basic rights as clearly stated on your Canadian Passport. Coercion and impeding lawful citizens to freely enter their country. Marxist app.,1
David El-Kahwaji,illegal app violating basic human rights,1
Micheal McCormack,Race Team Member; IndyCar,5
Kim Lewis,super easy,5
Jess Lee,why is this so complicated?,1
Mary Hung,easy to navigate,5
Andy Yip,"The app would keep giving me ""failure to upload document"" on the first try.",3
Bren M,complex for elderly..,1
Richard Lotenfoe,"not very clear instructions. when finishing it before my embarkation, it rejected me stating that I needed to wait till 3 days before disembarkation, and when finishing the firm, it tells me that it should have been completed before embarkation",2
matthew zaruk,Embarrassingly bad app.,1
Yasmeen Murad,excellent,5
Dave Schultz,What a disaster,1
Maria Pillitteri,"This site is too wordy, you don't know where to go, and stress that you're going to miss something. Searching fields do not work. questions are not clear. I entered that I was returning to Canada at 11pm but my friend misunderstood the question and put that she was going to the border at 4pm.",1
Niels van der Velden,The app only allows Canadian addresses and there is no option to select that you are transitting. Almost missed my flight because they would not allow me on without the barcode. In the end I just put in the address of the airport to get my barcode.,1
Y B,"It's not a bad app and seems to allow travel information to be entered. It's a poor experience though. For example when uploading your vaccine status, you can't view the uploaded document to verify it's uploaded correctly. This is just basic usability. There's no feature request option.",3
Linda DeHaven,Easy to navigate.,5
Mohanraj Jayaraman,Added information for multiple travelers but airlines won't accept.,1
Nadim C,useless,1
Mizba Vhora,good,5
Kate Butkus,Easy to use!,5
Lee Empey,pointless,1
Vărăreanu Oana Adriana,Quick and easy to use !,5
Sara Arnaout,easy to navigate. Not complicated at all!,5
Rick Piecuch,easy to follow,5
Matthew Millar,The directions were clear and easy to follow.,4
Anand C.V.,Excellent service,5
The Gruntled Housewife,Very easy to use ☺️,5
Luanne Snow,What if you're returning to Canada and staying with family prior to returning to my home province?,4
Dennis Dillon,A little tricky when you're just passing through to the cruise terminal.,3
Mike Stone,This is dumb,1
Jane Petruniak,Got frozen. Not clear up front what information required. Then could not get in to update. Keep working at it.,2
Patrick Kwei,excellent. getting better with each revision,5
patricia4354,"I downloaded the arrivecan app, and want to upload all of my documentation ahead of time, before I book my travel, to ensure everything works and is acceptable. There does not appear to be a way to do that, as the first question asked is, what is your date and mode of travel? Is there any way to do this?",3
henri philippe marois,"stupid app, should not exist",1
D W,pos Trudeau can drop this pos app already,1
Charlie Ruff,it works,5
Kavlotiq Q,this is bull$¥£¢,1
Matt LaConte,easy and straight forward to use,5
Ray Arnold,"This is a great app - clear directions, simple uploads with phone camera, and quick",5
Ryan Horricks,This entire app as completely asinine and I resent having to even download it. Trudeau can suck my p3nis,1
Heba El Sharkawi,Straightforward and to the point app,5
Mazahir Mohamedali,it's very easy to fill,5
selma saab,works very good,5
Stephen Tse,app is buggy AF,1
Joshua Ramos,going for military business and wouldn't let me load information on my military orders and nothing is online to help with this. Had to put personal passport info in instead Even though I'm passing through for work.,1
Jill Atchison,Easy and simple to complete,5
Marsch 52,"It is not a very user friendly app. Why can we not set up a profile that holds our static info. Name, proof of vaccination, etc, ahead of time. Then when we need to fill out a form for a border crossing, we don't have to enter it every time. * * * Updated Review * * * After a number of updates, the usability has greatly improved. Being able to save my info, so I do not need to re enter it everytime, is a great touch.",4
Paul Zampiceni,travel for Niagara fall,5
Winter The Wolf,This sucks.,1
robin munday,OK,4
Stephen B,Commie app. JT licking his lips at the prospect of a social credit system.,1
Amroop,very good,5
Linda Kerrigan,Hard,5
Carla Rosal,Fantastic app. It uses super up to date technology which made the process easier and more efficient.,5
Holly Bausman,Terrible. It's to track a vaccine proven to be ineffective so why is it being used? Who's getting paid to continue the use?? Trudeau?,1
Carol Johnson,"was a tad confusing. I am not good a scanning documents. Also I want to change the arrival time but when I hit edit, I couldn't get back to it. And how does one know for sure arrival time. Could be held up by construction. But all in all, follow the directions.",4
Andrei Safta,government control,1
Jake Novis,Waste of time,1
Jean Little,Jjhj HH E3sez,5
Angeline Crozier,This is ridiculous. Stop,1
Non Rebel,This is all very intrusive and unnecessary! ArriveCAN is a joke!,1
Mike Gollmer,It's garbage having to be tracked like a terrorist to enter our own country,1
Terri Morley,Cumbersome and unnecessary,1
Ilda Furtado,Doesn't save information,1
Jeryd Gordon,It is ridiculous that we still have to use this to enter our own country. We are not a free nation,1
Sandra Wadden,Very confusing. My arrival in Canada is shown in Iraqi time (3:20 am ) instead of Pacific Time of 10:20 am!,4
Harry Sandhu,very good 👍,5
anita soman,User Friendly,4
John Macleod,Quick with easy to follow instructions.,5
Mi C,takes way too long to complete for a family,1
Ij Izu,seamless!,5
Alex Thompson,baffled our government can't come up with a better app / system than this,1
Mary Lou Finlan,I had problems entering my flight arrival time.,3
jaswinder jassar,good,5
Gerry Morita,Slow,1
Moira O'Brien,I added my spouse as an additional traveller. He is not listed on my receipt I received! Why is this?,2
Michael Jones,This app is a pointless waste of time that serves no public health benefit.,1
Kishor Pande,fine,5
Tat Szeto,Great system. Saves time. Efficient.,5
Er Wa,low quality junk programming. Scan passport feature has never worked since day 1. Many critical bugs have gone umfixed. if this was released by a business they would go bankrupt.,1
Patty Ellwanger,super easy to complete.,5
johnny P.V.,It's very good,3
Maan Mohiedeen,this is stupid,1
Scott,"easy to use, straightforward, no issues.",5
Ross and Cristy Mina,Very easy to fill up.,5
Ted Ansley,"No way to fill out for a 1 day tourist trip. we have a house in VT near the border, we only want to day trip to Montreal, it insists on a lodging address. Poorly thought out!",3
Mahinda Wanniarachchi,very good,5
Jonathan Klein,"clunky interface. hard to navigate, especially Port of entry.",2
Justin Gauvin,the system should remember your vaccination info as a repeat customer,1
Michael D,Outdated with old COVID policies and not integrated with federal public health records. likely cache glitches.,1
Judy Gordon,great app,5
Jude Swansiger,Not leaving airport but layover only isn't an option. Forces me to make up an address where I'm staying.,2
Danielle Klooster,"Kept getting a ""you are not connected to the internet"" error even though I was. Started over (finally) and that fixed it.",3
B W,it actually worked.,3
Jess Mc,Terrible app that failed to upload information multiple times and asked to forced update when I needed to use it.,1
Duncan Owen,piece of junk,1
Kelli Priore,stupid requirement,1
Leigh Flagg,This a really intuitive app and makes travel arrangements and destination requirements easy to understand and provide all the info to comply with them!,5
stillnunna urbeezwax,"Tried to set up my account & after multiple requests, still not receiving the verification email required to activate the app. So frustrating & I do not want to get held up at the border",1
Ken S Epps,Government oppression not public health assurance in my opinion.,1
Dr Jagmohan Grewal,very easy and user friendly,5
Karla Mulkey,Having same problem as others where the app does not recognize you have an internet connection. Therefore will not allow you to submit your application and receive the required receipt. Yes I am connected to the internet.,1
Rick West,much easier than anticipated,5
ruth ramsey,very difficult. how to add second traveler,3
Daniela Rojo,Why do I have to share the dates of my vaccines when I'm uploading the document anyway!!!,2
Mike Taplin,a pain in the butt,1
Ryan Lister,i HATE THIS APP,1
Rob Villena,Straight forward step by step application with full requirements information. easy to use for first-time user like me.,5
Ericks Phone,"awkward. fussy. confusing. hard to use, loses data then cant be fixed.",1
John El,I'd like to add more than 1 document (license and passport) but the app is easy and intuitive besides,4
Ukweri Josiah,Easy to use.,3
Charles Thompson,easy process once you have all information together,4
Aldric Lizotte,Super easy to use,5
Edite Pontes,couldn't scan passports,1
Dan Beck,need option for travelers to ALASKA,3
Claudette Wilson,It was very hard to use and did not open when needed,3
Nick Toth,Easy and convenient,5
Hockey Dad,"Invasive, authoritarian, idiotic.",1
Evalina Pallotta,"Easier than I expected, it was quick and easy",5
A Google user,500 letters is not enough. terrible!!!,1
Konstantinos Gerolymatos,works as intended,5
CuLay Reip,Not necessary,1
B Graham,"What a painful experience... isn't uploading my proof of vacination enough.. i have to enter info found on it too? ... the app works, the thinking behind the questions needs revisiting.",2
Nayan Parulekar,it's so user friendly,4
Kazuo Okamura,"Sometimes the app said I had no internet connection, when I sure did.",4
jon L,again again the same info.i didnt change sex or id or adress,1
Nilufa Karim,It's very helpful.,5
Exact Numbers,truck frudeau,1
Linda Manzon,This form could be used for other things like contacting people in emergencies,4
mircea c,at this time I dont see the use of this check to enter canada,1
Ron Smith,"Thorough, but still pretty easy to use. Have all your documents and travel info (passport, vaccination, air travel and hotel) ready",5
Erik Schattenmann,Waste of time,1
Matthew Murray,"Worked fine, looks nice for a government app",5
Kishore Kargudri,Informative,5
TheGreen GreatDragon,It sucks about as much as you would expect.,1
Aamar Chaudhary,very helpful app,5
Alan WarHall,The app sucks. The emails take 20 minutes to verify and specific required information is not easy to find. I nearly decided not to visit because the app is terrible and probably not worth the trouble. I'm doubting my decision to visit Canada.,1
Peter van Vugt,"Pray it doesn't run into any errors while filling out the (many) questions, because you'll have to start over again. Dear CBSA, for the love of all that is good, could you please hire some better software engineers to fix this janky app? I've worked with interns that produce better apps. Being forced to suffer with this app constitutes cruel and unusual punishment.",2
Bill Gorcsi,app is glitchy and out dated,1
Sanjeev Goswami,Justin Trudeau overreached by taking away Canadians freedom. This app is part of the liberal plot.,1
Nicole Schwartz,I think times should be approx as it never a for sure when driving,4
Johnny Storm,I have no idea what I agreed to in the yes no options because there's no question this is a terrible app it must have been designed by Justin Trudeau himself,1
Jamiu Saka,Excellent preventive program and easy to complete,5
david settell,pos. site. programed by Crack head monkey,1
Tariq Rahim,simple and comprehensive,5
garry reynolds,easy to fill out and fast.,5
eric geldart,stupid we have to do this still,1
Bruce Paulson,Pretty straightforward and functional for a government app!,4
SandraM Colemayers,"Great Service, just make sure information is completed before entering the border",5
N A,Not intolerable.,3
Robert Dise,Thanks for your staff's patience.,5
D Pa,Great app. Super easy to use.,5
Tom Matzen,works great,5
Jerome Leblanc,garbage,1
Hana Chadi,Very simple to use and straight forward.,4
Tracey Fulmer,easy,5
chandran rajaratnam,easy-to-use,5
Moh,Garbage app from a garbage government regime that doesn't care about your rights or health. 0 stars for this trash isn't possible sadly so 1 star it is.,1
Vaughn Gaddis,"incredibly easy to use. I have a 10 minute carpool to work, completed the entire thing before arriving.",5
Mike Cave,I should ot have to do this BS,1
Francois Lapointe,"Inutile, personne n'est intéressé à voir le code barre, perte de temps, stress de trop en voyage, on perd quand même des heures aux douanes!",1
Daniel Berube,reinstalled all twice. locks at 79 percent when dual national uses US Nexus card and Canadian nationality. no option for 1 hour entry into Canada to pick up Canadian citizen flying out of Detroit.,1
Ghazala Ahmed,easy to use,5
Karen Watt,Easy to use.,5
Colin Harrison,"Initially I had great difficulty defining the point of entry due to different abbreviations of ""Saint"". Once past that, it is a very nice app. Hope they let me in!",4
Therese Velez,Quick and super easy to use,5
Andrew Bene,Sigh. Whatever.,1
Eric Van Pyrz,Border Patrol officer used derogatory language towards us. Not a great representation of your country.,1
S G,"Why do you need this information when you already have it. As a citizen of this country that did everything you asked, why do you not have all this information already? You along with Justin can take the finger between the index and ring finger and stick it up the hole at the lowest part of your body then twirl around.",1
Miguel Fajardo,easy to use,5
Thao Nguyen,"I got ""submission failed"" of uploading proof of covid vaccine (pdf version) when using iPhone but could do so with Samsung phone. July 2022.",4
Eitan Mardiks,It's quiet complicated. No option to fill in if this is a short visit with no night stay,2
Timo Mostert,Great help at the border,5
Dave,Another useless retarded app forced upon the populace by our retarded and incompetent government. 👌,1
Gurdeep Singh,very user friendly app.,5
Rick Reeves,"The app states I'm offline, when every other app and website work just fine.",1
MixBreed PopN-Off,great 👍,5
